Pressure (Pa): comment                                           
       24192
    15.000  -300.410   1476.39  9807.030     0 0 0 0231
    15.000  -305.153   1478.47  9970.003     0 0 0 0231
    15.000  -314.637   1482.62 10296.883     0 0 0 0231
    15.000  -324.122   1486.77 10624.997     0 0 0 0231
    15.000  -333.607   1490.93 10954.059     0 0 0 0231
    15.000  -343.092   1495.08 11284.105     0 0 0 0231
    15.000  -352.576   1499.23 11615.100     0 0 0 0231
    15.000  -362.061   1503.39 11947.006     0 0 0 0231
    15.000  -371.546   1507.54 12279.662     0 0 0 0231
    15.000  -381.031   1511.69 12613.073     0 0 0 0231
    15.000  -390.515   1515.85 12947.212     0 0 0 0231
    15.000  -400.000   1520.00 13282.161     1 0 024233
    20.000    -1.923      0.00    19.431     1 0 0 0 12
    20.000    -2.689     26.26    37.841     0 0 0 9 11
    20.000    -3.345     45.95    55.860     0 0 0 0 91
    20.000    -3.819     59.92    68.880     0 0 0 0 91
    20.000    -4.293     73.71    81.900     0 0 0 0 91
    20.000    -4.766     87.28    94.892     0 0 0 0 91
    20.000    -5.240    100.70   107.912     0 0 0 0 91
    20.000    -5.714    113.94   120.932     0 0 0 0 91
    20.000    -6.188    127.00   133.952     0 0 0 0 91
    20.000    -7.136    152.60   159.991     0 0 0 0 91
    20.000    -7.610    165.14   173.011     0 0 0 0 91
    20.000    -8.084    177.51   186.031     0 0 0 0 91
    20.000    -8.558    189.71   199.051     0 0 0 0 91
    20.000    -9.505    213.59   225.063     0 0 0 0 91
    20.000   -10.453    236.83   251.103     0 0 0 0 91
    20.000   -11.069    251.51   268.023     0 0 014 91
    20.000   -12.349    290.15   304.438     0 0 0 0141
    20.000   -13.297    318.38   331.407     0 0 0 0141
    20.000   -14.244    346.24   358.348     0 0 0 0141
    20.000   -15.192    373.79   385.318     0 0 0 0141
    20.000   -16.661    415.86   427.110     0 0 020141
    20.000   -18.036    435.83   471.782     0 0 0 0201
    20.000   -19.931    463.67   533.324     0 0 0 0201
    20.000   -21.827    491.74   594.869     0 0 0 0201
    20.000   -23.722    519.90   656.351     0 0 0 0201
    20.000   -25.618    548.12   717.829     0 0 0 0201
    20.000   -27.514    576.29   779.276     0 0 0 0201
    20.000   -29.409    604.34   840.661     0 0 0 0201
    20.000   -31.305    632.20   902.040     0 0 0 0201
    20.000   -33.200    659.80   963.358     0 0 0 0201
    20.000   -35.096    687.12  1024.678     0 0 0 0201
    20.000   -36.992    714.13  1085.962     0 0 0 0201
    20.000   -39.835    753.97  1177.805     0 0 0 0201
    20.000   -42.679    793.34  1269.610     0 0 0 0201
    20.000   -45.522    831.93  1361.481     0 0 0 0201
    20.000   -48.365    869.62  1453.432     0 0 0 0201
    20.000   -51.209    906.56  1545.376     0 0 0 0201
    20.000   -54.052    942.76  1637.242     0 0 0 0201
    20.000   -56.896    978.38  1729.071     0 0 0 0201
    20.000   -59.739   1013.47  1820.840     0 0 0 0201
    20.000   -62.582   1048.16  1912.579     0 0 0 0201
    20.000   -65.426   1082.59  2004.306     0 0 0 0201
    20.000   -68.269   1116.80  2095.935     0 0 0 0201
    20.000   -73.008   1173.70  2248.590     0 0 0 0201
    20.000   -77.747   1230.67  2401.159     0 0 0 0201
